filename,heuristic,num_vars,num_clauses,lower_bound,upper_bound,clingo_sec,bounds_present,num_scc,num_wcc,num_levels,phase,wall_ms,gpu_ms,used_bytes,free_bytes,total_bytes,num_loops,num_assignments
instances/vars_1.8_all/instance_10165v76_1.80r0.cnf,all,10165,18297,-1,-1,-1,0,20270,598,72,heuristic2,180.845,180.849,112132096,15530196992,15642329088,2059,2356
instances/vars_1.8_all/instance_10165v76_1.80r0.cnf,all,10165,18297,-1,-1,-1,0,20270,598,72,heuristic3,215.393,215.397,112132096,15530196992,15642329088,2100,2397
instances/vars_1.8_all/instance_10165v76_1.80r0.cnf,all,10165,18297,-1,-1,-1,0,20270,598,72,heuristic4,24735.7,24736,112132096,15530196992,15642329088,1848,2145
instances/vars_1.8_all/instance_10165v76_1.80r0.cnf,all,10165,18297,-1,-1,-1,0,20270,598,72,cleanup_device,0.043457,0.04272,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10165v76_1.80r0.cnf,all,10165,18297,-1,-1,-1,0,20270,598,72,total,25369.8,-1,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10286v77_1.80r0.cnf,all,10286,18515,-1,-1,-1,0,20566,708,59,read_instance,4.78906,-1,107937792,15534391296,15642329088,-1,-1
instances/vars_1.8_all/instance_10286v77_1.80r0.cnf,all,10286,18515,-1,-1,-1,0,20566,708,59,alloc_graph,0.257568,0.248768,110034944,15532294144,15642329088,-1,-1
instances/vars_1.8_all/instance_10286v77_1.80r0.cnf,all,10286,18515,-1,-1,-1,0,20566,708,59,scc,4.63818,4.63882,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10286v77_1.80r0.cnf,all,10286,18515,-1,-1,-1,0,20566,708,59,topo_sort,1.15137,1.15018,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10286v77_1.80r0.cnf,all,10286,18515,-1,-1,-1,0,20566,708,59,backbone,6.93042,6.93734,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10286v77_1.80r0.cnf,all,10286,18515,-1,-1,-1,0,20566,708,59,wcc,0.255615,0.25424,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10286v77_1.80r0.cnf,all,10286,18515,-1,-1,-1,0,20566,708,59,wcc_grouped,1.07227,1.07274,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10286v77_1.80r0.cnf,all,10286,18515,-1,-1,-1,0,20566,708,59,heuristic1,217.5,217.503,112132096,15530196992,15642329088,2440,2796
instances/vars_1.8_all/instance_10286v77_1.80r0.cnf,all,10286,18515,-1,-1,-1,0,20566,708,59,heuristic2,177.893,177.895,112132096,15530196992,15642329088,2023,2378
instances/vars_1.8_all/instance_10286v77_1.80r0.cnf,all,10286,18515,-1,-1,-1,0,20566,708,59,heuristic3,207.568,207.571,112132096,15530196992,15642329088,2004,2358
instances/vars_1.8_all/instance_10286v77_1.80r0.cnf,all,10286,18515,-1,-1,-1,0,20566,708,59,heuristic4,24932,24932.3,112132096,15530196992,15642329088,1841,2195
instances/vars_1.8_all/instance_10286v77_1.80r0.cnf,all,10286,18515,-1,-1,-1,0,20566,708,59,cleanup_device,0.0505371,0.049984,112132096,15530196992,15642329088,-1,-1
